,Unnamed: 0,USER,AGENT,Persuasion Strategy,User Sentiment (-1 to 1),Persona Detail,Task Info,Domain Info,INTENT,Agent Dialouge Act,Slot-Value,Value,B-I-O Tag,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
4798,4798,Thank you so much for your support.,You're more than welcome.,5,1,"Person (FavColor -  Fav- Black Brand - Canon , Age - 30, Prof :  Photographer - 1)",Phone,electronics,Close,Close,n,,O O O O O O O,,,,,,,,,,,,,,
4799,4799,373,373,,,,,,,,n,,,,,,,,,,,,,,,,
4800,4800,Hello there. If you have a few moments to spare?,Hello there. I'm here to help you.,0,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,n,,O O O O O O O O O O,,,,,,,,,,,,,,
4801,4801,Can you assist me in purchasing a phone?,I'll give it my everything. What are your personal preferences?,0,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,PhoneSelReq,TaskSpecificationReq,n,,O O O O O O O O,,,,,,,,,,,,,,
4802,4802,HTC is the only choice.,That's fine. We currently have it in store.,5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Inform,Inform,Brand-HTC,HTC,B-Brand O O O O,,,,,,,,,,,,,,
4803,4803,That's excellent. Please make a positive recommendation for me.,"HTC Desire 10 Pro has a 3000mAh battery and 4GB RAM, and was released in September 2016. The main camera has a resolution of 20 megapixels, while the secondary camera has a resolution of 13 megapixels.",5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Inform,Result,n,,O O O O O O O O O,,,,,,,,,,,,,,
4804,4804,"Wow, that was incredible. That's fantastic.",It comes with a built-in radio and GPS. It has a 400-cm touchscreen and two SIM card slots.,5,1,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Inform,Inform,n,,O O O O O O,,,,,,,,,,,,,,
4805,4805,What color are you sporting?,It's set in Stone Black. It seems to be exquisite.,5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Colour-,UNK,O B-Colour O O O,,,,,,,,,,,,,,
4806,4806,"That's really appealing, It is one of my favourite color.. can you show me the image?",Allow me to illustrate. You can see it here: http://cdn2.gsmarena.com/vv/bigpic/htc-desire-10-pro.jpg,5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Image-,UNK,O O O O O O O O O B-Colour O O O O O O,,,,,,,,,,,,,,
4807,4807,You are right. This phone seems to be very lovely.,I'm happy you enjoyed it.,5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Gratitude,Gratitude,n,,O O O O O O O O O O,,,,,,,,,,,,,,
4808,4808,Is it a light product?,"Yes, really. It is 165 g in weight. It is one of the finest products available.",5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Light Weight-,UNK,O O O B-Weight O,,,,,,,,,,,,,,
4809,4809,"So, tell me how much it costs.",That's the price: 460 EUR. It's a fantastic deal.,5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Cost-,UNK,O O O O O O B-Cost,,,,,,,,,,,,,,
4810,4810,It's out of my price range. I'll wait until the end-of-season auction.,If you want I can show you some model which comes in your range?,5,-1,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Reject,PersonaAppeal,n,,O O O O B-Cost O O O O O O O,,,,,,,,,,,,,,
4811,4811,"No, I prefer to wait.","Okay, I will keep you updated.",5,-1,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Reject,PersonaAppeal,n,,O O O O O,,,,,,,,,,,,,,
4812,4812,Thank you so much.,You are welcome.,5,0,"Person (FavColor -stone black, FavBrand - HTC, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Close,Close,n,,O O O O,,,,,,,,,,,,,,
4813,4813,374,374,,,,,,,,n,,,,,,,,,,,,,,,,
4814,4814,Hello there. Have you got a smartphone?,Hello there. Are you looking for a specific brand?,0,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,PhoneSelReq,TaskSpecificationReq,n,,O O O O O O O,,,,,,,,,,,,,,
4815,4815,Phones from Samsung.,Do you have a favourite model?,5,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Inform,ModelReq,Brand-Samsung,Samsung,O O B-Brand,,,,,,,,,,,,,,
4816,4816,"No, I'm not thinking about a single model. If you could make some recommendations, it would be fantastic.",The Samsung Galaxy S7 could be an excellent choice.,5,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Model-,UNK,O O O O O O O B-Model O O O O O O O O O O,,,,,,,,,,,,,,
4817,4817,What are its features?,It has a 3000mAh battery and 4GB of RAM. It has a main camera with a resolution of 12 megapixels and a secondary camera with a resolution of 5 megapixels.,5,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Feature-,UNK,O O O B-Feature,,,,,,,,,,,,,,
4818,4818,I'd like to see something on a large screen.,The display on this phone measures 577 cm. It also has a built-in GPS system.,5,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Display-,UNK,O O O O O O O B-Display O,,,,,,,,,,,,,,
4819,4819,How does it appear?,We've got it in black. It seems to be quite elegant.,5,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Image-,UNK,O O O B-Image,,,,,,,,,,,,,,
4820,4820,"Often, I like listening to the radio. A radio system is needed.","Although the phone lacks that functionality, there are other brands that meet your needs.",5,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Inform,Inform,Radio-,UNK,O O O O O O B-Radio O B-Radio O O O,,,,,,,,,,,,,,
4821,4821,"No, it's not true. Samsung had to be the suspect. Also, the display size should be increased or maintained at the current level.",The one I suggested to you had the largest display. You will never get disappoint by its display size.,5,-1,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Reject,PersonaAppeal,n,,O O O O B-Brand O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4822,4822,"That will not be appropriate, and I will return to make the purchase later. Right now, I'm confused.",If you want I can show you some other product which statisfy your requirements.,5,-1,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Reject,PersonalAppeal,n,,O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4823,4823,"No, I am confused.I will buy it later.","Okay, we will keep you updated.",5,0,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Reject,Inform,n,,O O O O O O O O,,,,,,,,,,,,,,
4824,4824,Thank you for your assistance.,You're very welcome.,5,1,"Person (FavColor -NA, FavBrand - Samsung, Age - 30, Prof :  Photographer - 0)",Phone,electronics,Close,Close,n,,O O O O O,,,,,,,,,,,,,,
4825,4825,375,375,,,,,,,,n,,,,,,,,,,,,,,,,
4826,4826,Hello and good afternoon. Will you able to assist me?,Thank you for your time. I'm here to assist you.,0,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Gratitude,Gratitude,n,,O O O O O O O O O O,,,,,,,,,,,,,,
4827,4827,I've come to make a purchase.,What exactly do you want to find?,0,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Inform,Request,n,,O O O O O O,,,,,,,,,,,,,,
4828,4828,I'd like a tab for my own convenience.,Is there a particular brand that you favour?,0,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,TabletSelReq,BrandReq,n,,O O O O O O O O,,,,,,,,,,,,,,
4829,4829,"No, it's not true. Recommend whatever you think is the best for me.",The Asus Zenpad 3S 10 Z500M is a famous tablet. That's something you can check.,5,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,n,,O O O O O O O O O O O O O,,,,,,,,,,,,,,
4830,4830,I have heard about this brand. it is trending now days.Tell me something about its features?,"In July of 2016, the website was launched. It has a large battery capacity of 5300 mAh and 4 GB of RAM. In addition, the main camera has an aperture of 8 megapixels, while the secondary camera has an aperture of 5 megapixels.",5,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Feature-,UNK,O O O O O B-Brand O O O O O O O O O B-Feature,,,,,,,,,,,,,,
4831,4831,Is it an android?,"Yes, It has 32 GB of internal memory and weights 430 gram.",5,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Android-,UNK,O O O B-OS,,,,,,,,,,,,,,
4832,4832,I'm hoping it looks as important as it functions. What about its color?,Gold is the colour of choice. It seems to be magnificent.,5,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,Colour-,UNK,O O O O O O O O O O O O B-Colour,,,,,,,,,,,,,,
4833,4833,Is it possible for you to show it to me? I'm not sure how I feel about the colour.,http://cdn2.gsmarena.com/vv/bigpic/asus-zenpad-3s.jpg is a good place to start. Isn't that beautiful?,5,0,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Request,Inform,n,,O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4834,4834,"No, it's not true. It seems to be a debacle. I can't believe I was so close to purchasing it.",This colour is really common right now. It also comes with a price tag of 4000 EUR. That is a fantastic deal.,5,-1,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Reject,PersonaAppeal,n,,O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4835,4835,"No, I don't believe so. I suppose I'll wait for this model to come out in other colours.","Okay, that's it. We'll keep you updated.",5,-1,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Reject,Inform,n,,O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4836,4836,Thank you so much.,You're more than welcome.,5,1,"Person (FavColor - NA, FavBrand - Asus , Age - 30, Prof :  Photographer - 0)",Phone,electronics,Close,Close,n,,O O O O,,,,,,,,,,,,,,
4837,4837,376,376,,,,,,,,n,,,,,,,,,,,,,,,,
4838,4838,Hello there. Will you able to assist me?,Hello there. I'm here to help you.,0,0,,Phone,electronics,Inform,Inform,n,,O O O O O O O O,,,,,,,,,,,,,,
4839,4839,I've come to purchase a tab for my cousin.,Is there a particular model that you have in mind?,0,0,,Phone,electronics,TabletSelReq,ModelReq,n,,O O O O O O O O O,,,,,,,,,,,,,,
4840,4840,It's just Samsung. He will be grateful for everything he receives from Samsung.,He seems to be a Samsung fan.,2,0,,Phone,electronics,Inform,Inform,Brand-Samsung,Samsung,O O B-Brand O O O O O O O O O B-Brand,,,,,,,,,,,,,,
4841,4841,You will never find a more loyal client.,Let's go out and buy a Samsung tablet that he'll adore.,2,0,,Phone,electronics,Inform,Result,n,,O O O O O O O O,,,,,,,,,,,,,,
4842,4842,That'd be fantastic.What are its features?,The Samsung Galaxy Tab S3 9.7 has a 6000 mAh battery and 4 GB of RAM. It has a main camera with a resolution of 13 megapixels and a secondary camera with a resolution of 5 megapixels.,2,0,,Phone,electronics,Request,Inform,Feature-,UNK,O O O O O B-Feature,,,,,,,,,,,,,,
4843,4843,It's not terrible. I'm hoping it's not too heavy and that My Cousin holds all on it. His arm would be affected by the heavy tab.,"It weights 429 g, which is decent for a tab. It can easily handle.",2,-1,,Phone,electronics,Reject,EmotionalAppeal,n,,O O O O O O O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4844,4844,"How does it appear? Limit yourself to black, white, or grey.",It's available in white.,2,0,,Phone,electronics,Request,Inform,"Colour-Colour, Colour","Black, White",O O O O O O O B-Colour I-Colour O I-Colour,,,,,,,,,,,,,,
4845,4845,This is fantastic. What is the cost?,You will be required to pay a total of 750 EUR.,2,0,,Phone,electronics,Request,Inform,Cost-,UNK,O O O O O O B-Cost,,,,,,,,,,,,,,
4846,4846,It's just too costly. I'm not sure I'll be able to afford it.,"It's the best we've got, and he'll like it. It's well worth the money.",2,-1,,Phone,electronics,Reject,EmotionalAppeal,n,,O O O O O O O O O O O O O,,,,,,,,,,,,,,
4847,4847,"Even, I'm going to wait for the price to come down. Thank you so much.","Okay, that's it. You're more than welcome.",2,0,,Phone,electronics,Close,Close,n,,O O O O O O O B-Cost O O O O O O O,,,,,,,,,,,,,,
4848,4848,377,377,,,,,,,,n,,,,,,,,,,,,,,,,
4849,4849,Hello and good evening. Have you got a few minutes to spare?,Hello and good evening. What may I do to assist you?,0,0,,Phone,electronics,Request,TaskReq,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
4850,4850,Please recommend a decent low-cost phone for me.,I'd like to see what your preferred budget is.,1,0,,Phone,electronics,PhoneSelReq,BudgetReq,Cost-,UNK,O O O O B-Cost O O O,,,,,,,,,,,,,,
4851,4851,Make your decision. Just leave things on the low end of the scale.,"And, of course. Approximately 200 EUR? Will your phone be able to handle it?",1,0,,Phone,electronics,Inform,BudgetReq,n,,O O O O O O O O O O O O O,,,,,,,,,,,,,,
4852,4852,"Yes, that is sufficient. Find everything in this price range.",The Coolpad Note 5 has a 4 GB RAM and a 4010 mAh battery. It has a main camera with a resolution of 13 megapixels and a secondary camera with a resolution of 8 megapixels.,1,0,,Phone,electronics,Request,Inform,Cost-,UNK,O O O O O O O O B-Cost O,,,,,,,,,,,,,,
4853,4853,That's really cool. But price is little high with these specifications.,It also has a built-in radio system. It is price worthy product. The features of this phone is really good.,1,-1,,Phone,electronics,Reject,Inform,n,,O O O O B-Cost O O O O O O,,,,,,,,,,,,,,
4854,4854,I like listening to the radio. The phone is appealing to me.,It has a 401 cm touchscreen and two SIM cards slots.,1,1,,Phone,electronics,Inform,Inform,Feature-Radio,Radio,O O O O O B-Featue O O O O O O,,,,,,,,,,,,,,
4855,4855,What are the other features?,It also has a 32 GB internal memory and an integrated GPS.,1,0,,Phone,electronics,Request,Inform,Feature-,UNK,O O O O B-Feature,,,,,,,,,,,,,,
4856,4856,What is the weight of it?,"It is a lightweight handset, weighing about 175 g.",1,0,,Phone,electronics,Request,Inform,Weight-,UNK,O O O B-Weight O O,,,,,,,,,,,,,,
4857,4857,Isn't this phone under 200 EUR?,"Yes, it will set you back 180 EUR, and it will look anything like this: http://cdn2.gsmarena.com/vv/bigpic/Coolpad-Note-5r.jpg",1,0,,Phone,electronics,Inform,Inform,Cost-200,200,O O O O B-Cost O,,,,,,,,,,,,,,
4858,4858,"So, I'll hold off until the coupon sale. I have a feeling I'll be able to have it for a lot less than that.","Okay, that's it. Is there anything else I can do to help you?",1,-1,,Phone,electronics,Reject,OtherHelp,n,,O O O O O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4859,4859,"No, thank you so much.",You're more than welcome.,1,0,,Phone,electronics,Gratitude,Gratitude,n,,O O O O O,,,,,,,,,,,,,,
4860,4860,378,378,,,,,,,,n,,,,,,,,,,,,,,,,
4861,4861,Hello there. I'd like to purchase a camera.,"Hello there. Please let me know if you have any specific brand, style, or feature preferences.",0,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,CameraSelReq,TaskSpecificationReq,n,,O O O O O O O O,,,,,,,,,,,,,,
4862,4862,Any strong Cannon camera will be ideal for me. If you think this is a wise decision?,It is unquestionably a high-quality camera brand.,5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Inform,Inform,Brand-Canon,Canon,O O B-Brand O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4863,4863,Please recommend a decent Canon model to me.,"The Canon PowerShot SD1000, which was released in 2007, may be a decent option. It has a 3072x2592 resolution. 35-105mm is the zoom size.",5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Request,Inform,n,,O O O O B-Brand O O O,,,,,,,,,,,,,,
4864,4864,"That's fantastic. What about the target set, for example?","It has a display size of 86 cm and a range of 0-5. It has 32 GB of storage and a range of 0-5. Last but not least, the sensor pixel is 7.",5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Request,Inform,Feature-,UNK,O O O O O O O O O,,,,,,,,,,,,,,
4865,4865,How much does it cost?,Just 199 EUR. I hope you find it enjoyable.,5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Request,Inform,Cost-,UNK,O O O O B-Cost,,,,,,,,,,,,,,
4866,4866,It's fantastic. I need one more person's assistance.,"Ok, but what exactly is it?",5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Request,Inform,n,,O O O O O O O O,,,,,,,,,,,,,,
4867,4867,Please also recommend a low-cost phone.,Could you tell me about your budget?,5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,PhoneSelReq,BudgetReq,n,,O O O O O O,,,,,,,,,,,,,,
4868,4868,It does not cost more than 300 euros.,Check out the Xiaomi Mi Max 2. It's an excellent phone.,5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Inform,Result,Budget-300,300,O O O B-Cost O O B-Cost O,,,,,,,,,,,,,,
4869,4869,Could you tell me about its features?,"And, of course. It has a 5300 mAh battery and 4 GB of RAM. It has a main camera with a resolution of 12 megapixels and a secondary camera with a resolution of 5 megapixels.",5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Request,Inform,Feature-,UNK,O O O O O O B-Feature,,,,,,,,,,,,,,
4870,4870,It appeals to me. What color do you have it in?,"It's available in gold, which is stunning.",5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Request,Inform,Colour-,UNK,O O O O O B-Colour O O O O O,,,,,,,,,,,,,,
4871,4871,"If it is in silver color, then it is best for me.",This color look much more beautiful then silver color. It never get fade always look like that you have a new phone.,5,-1,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Reject,PersonaAppeal,Colour-Silver,Silver,O O O O B-Colour O O O O O O O,,,,,,,,,,,,,,
4872,4872,That's excellent.,Are you interested in knowing more about its features?,5,1,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Inform,Inform,n,,O O,,,,,,,,,,,,,,
4873,4873,"No, it's not true. I'm going to buy it. ""How much does it cost?"" ""I had intended to pay a bit more than what I had. But I suppose I can afford to pay this much on a great phone like this.",It costs 280 euros. Would you want to book any of these for yourself?,5,0,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Request,Inform,Cost-,UNK,O O O O O O O O O O O O O B-Cost O O O O O O O O O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4874,4874,"Please make reservations for both of them for me.""","And, of course. Your reservation number is 8097**hkjk.",5,1,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,BookingReq,Booking,n,,O O O O O O O O O,,,,,,,,,,,,,,
4875,4875,Thank you for your assistance.,You're more than welcome.,5,1,"Person (FavColor - NA, FavBrand - Canon, Age - 30, Prof :  Photographer - 1)","Camera, Phone",electronics,Close,Close,n,,O O O O O,,,,,,,,,,,,,,
4876,4876,379,379,,,,,,,,n,,,,,,,,,,,,,,,,
4877,4877,I'd like to purchase a phone that meets all of my specifications.,Hello. Is there any kind of specification requirement?,3,0,,Phone,Electronic,PhoneSelReq,TaskSpecificationReq,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
4878,4878,My first criterion is that the handset must have an outstanding camera.,May I ask about your phone budget?,3,0,,Phone,Electronic,Inform,Request,n,,O O O O O O O O O O O O,,,,,,,,,,,,,,
4879,4879,I have a budget of 500 EUR.,Oppo phones are popular for their excellent cameras.,3,0,,Phone,Electronic,Inform,Result,Budget-500,500,O O O O O B-Cost O,,,,,,,,,,,,,,
4880,4880,Show me the model that has the best camera.,"Yes, the Oppo R11 is available for purchase. It is one of the most common smartphone models.",3,0,,Phone,Electronic,Request,Inform,Camera-,UNK,O O O O O O O O B-Camera,,,,,,,,,,,,,,
4881,4881,What kind of storage capacity does it provide?,It has an internal storage capacity of 64 GB and a RAM capacity of 4 GB.,3,0,,Phone,Electronic,Request,Inform,Storage-,UNK,O O O B-Storage O O O O,,,,,,,,,,,,,,
4882,4882,What about camera?,It has two lenses on the primary camera and 20 lenses on the secondary camera.,3,0,,Phone,Electronic,Request,Inform,Camera-,UNK,O O B-Camera,,,,,,,,,,,,,,
4883,4883,"Wow, That is fantastic. How much will it cost?",It will cost you at least 400 EUR.,3,0,,Phone,Electronic,Request,Inform,Cost-,UNK,O O O O O O O O B-Cost,,,,,,,,,,,,,,
4884,4884,"If I need more storage capacity, what other phones do you have?",Then the Apple iPhone 7 is the device for you.,3,-1,,Phone,Electronic,Reject,CameraReq,n,,O O O O B-Storage O O O O O O O,,,,,,,,,,,,,,
4885,4885,How much storage capacity does it provide?,It has a 256 GB storage space.,3,0,,Phone,Electronic,Request,Recommend,Storage-,UNK,O O B-Storage O O O O,,,,,,,,,,,,,,
4886,4886,How much is it going to cost?,It'll just cost you at least 760 EUR.,3,0,,Phone,Electronic,Request,Inform,Cost-,UNK,O O O O O O B-Cost,,,,,,,,,,,,,,
4887,4887,"Oh no, That is too expensive. please recommend a phone That is both affordable and has a decent camera and storage.","The Oppo R11, which I listed earlier and has 128 GB of expandable storage, is another choice.",3,-1,,Phone,Electronic,Reject,LogicalAppeal,n,,O O O O O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4888,4888,Is it possible to use two SIM cards at the same time?,"Yes, you can. This phone has dual sim feature.",3,0,,Phone,Electronic,Request,Inform,Sim Slot-2,2,O O O O O O B-Sim O O O O O,,,,,,,,,,,,,,
4889,4889,What kind of discount would you provide?,"Since it has already been discounted, this is the final amount.",3,0,,Phone,Electronic,Request,Inform,n,,O O O O O O O,,,,,,,,,,,,,,
4890,4890,Okay! Kindly book it for me.,Sure. The reservation has been made. Is there anything else I can do to help you?,3,0,,Phone,Electronic,BookingReq,Booking,n,,O O O O O O,,,,,,,,,,,,,,
4891,4891,Thank You so much.,You are most welcome.,3,0,,Phone,Electronic,Close,Close,n,,O O O O,,,,,,,,,,,,,,
4892,4892,380,380,,,,,,,,n,,,,,,,,,,,,,,,,
4893,4893,"Hello, will you please assist me in purchasing a tablet?","Hello and good evening. Sure, what kind of tablet are you looking for?",0,0,,Tablet,Electronic,TabletSelReq,TaskReq,n,,O O O O O O O O O O,,,,,,,,,,,,,,
4894,4894,It should have a 518-pixel display.,"Yes, we have a lot of tablets with similar specs. If you have any other specifications?",3,0,,Tablet,Electronic,Inform,TaskSpecificationReq,Display-518,518,O O O O B-Display O,,,,,,,,,,,,,,
4895,4895,Only Huawei has my confidence.,"Okay. See the Nexus 6P, which has a 518-pixel display.",3,0,,Tablet,Electronic,Inform,Result,Brand-HUAWEI,HUAWEI,O B-Brand O O O,,,,,,,,,,,,,,
4896,4896,What colour is it?,It comes in two colours: A and B.,3,0,,Tablet,Electronic,Request,Inform,Colour-,UNK,O B-Colour O O,,,,,,,,,,,,,,
4897,4897,I'd like the colour to be aluminium.,"Yes, we have the one that matches your colour preferences.",3,-1,,Tablet,Electronic,Inform,Inform,Colour-ALUMINIUM,ALUMINIUM,O O O B-Colour O O O,,,,,,,,,,,,,,
4898,4898,What other features does it have?,It has an Octa-core processor (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53).,3,0,,Tablet,Electronic,Request,Inform,Feature-,UNK,O O B-Feature O O O,,,,,,,,,,,,,,
4899,4899,What is the amount of RAM?,"It comes with 32 GB 2 GB RAM, 32 GB 3 GB RAM, 64 GB 3 GB RAM, and 128 GB 3 GB RAM. This one is your favourite?",3,0,,Tablet,Electronic,Request,Inform,RAM-,UNK,O O O O O B-Ram,,,,,,,,,,,,,,
4900,4900,The 64 GB 3 GB RAM is appealing to me. What is the cost?,We have a 32 GB model with 3 GB RAM for 450 EUR.,3,0,,Tablet,Electronic,Request,Inform,RAM-3,3,O B-RAM O I-RAM O O O O O O O O O B-Cost,,,,,,,,,,,,,,
4901,4901,Will it take a decent photo?,"Yes, it has a 12.3 MP main camera and an 8 MP secondary camera, all of which are highly classified.",3,0,,Tablet,Electronic,Request,Inform,Camera-,UNK,O O O O O B-Image,,,,,,,,,,,,,,
4902,4902,"Okay, that will suffice. Could you kindly take care of the billing? Also, please have a discount.","Yes, there is a discount.",3,0,,Tablet,Electronic,Request,Inform,n,,O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4903,4903,"Okay, let's get started on the invoice.",Great. It has been booked for you with reference number 1215248.,3,1,,Tablet,Electronic,BookingReq,Booking,n,,O O O O O O O,,,,,,,,,,,,,,
4904,4904,Thank you so much.,You are most welcome. Thanks for buying from us.,3,1,,Tablet,Electronic,Close,Close,n,,O O O O,,,,,,,,,,,,,,
4905,4905,381,381,,,,,,,,n,,,,,,,,,,,,,,,,
4906,4906,"Hello, I'm interested in purchasing a mobile for my mom. Will you be able to assist me?","Hello there. Yes, I'm here to assist you. What requirements would she have?",2,0,,Phone,Electronic,PhoneSelReq,TaskReq,n,,O O O O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4907,4907,She enjoys dancing and would like to learn how to dance over the phone.,Hundreds of smartphones are available to assist you in this endeavour. Could you elaborate on any of the requirements?,2,0,,Phone,Electronic,Inform,Request,n,,O O O O O O O O O O O O O O,,,,,,,,,,,,,,
4908,4908,"It can, in my opinion, allow 4G and dual SIM cards. She still has faith in the Motorola name.","The Moto C Plus model is available for purchase. With an 8MP main camera and a 2MP secondary camera, it has a 4000mAh battery. This handset has a 162-inch touchscreen.",2,0,,Phone,Electronic,Inform,Result,Brand-MOTOROLA,MOTOROLA,O O O O O O O O B-Sim I-Sim O O O O O O O B-Brand O,,,,,,,,,,,,,,
4909,4909,Is it used in a variety of colours?,Metallic Cherry is the colour choice. It seems to be beautiful.,2,0,,Phone,Electronic,Request,Inform,Colour-,UNK,O O O O O O O B-Colour,,,,,,,,,,,,,,
4910,4910,Will you tell me how much it costs?,It will set you back 120 EUR.,2,0,,Phone,Electronic,Request,Inform,Cost-,UNK,O O O O O O O B-Cost,,,,,,,,,,,,,,
4911,4911,That is fantastic. What is the power of the battery?,It is powered by a 4000 mAh battery.,2,0,,Phone,Electronic,Request,Inform,Battery-,UNK,O O O O O O O O O B-Battery,,,,,,,,,,,,,,
